Sample in Buffer,Sample in Window,TRIGGER,axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tdata[63:0],axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tkeep[7:0],axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tvalid,axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tlast,axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tuser,axi_stream_gen_mon_0/axi_stream_interface/tx_axis_tready,axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tdata[63:0],axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tkeep[7:0],axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tvalid,axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tlast,axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tuser,axi_stream_gen_mon_0/axi_stream_interface/rx_axis_tready,axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tdata[63:0],axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tkeep[7:0],axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tvalid,axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tlast,axi_stream_gen_mon_0/axi_stream_interface/bb_rx_axis_tuser,axi_stream_gen_mon_0/axi_stream_interface/n_0_0,axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tdata[63:0],axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tkeep[7:0],axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tvalid,axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tlast,axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tuser,axi_stream_gen_mon_0/axi_stream_interface/bb_tx_axis_tready
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
1773,1773,0,e4134f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bde4bde4bde4bd,ff,1,0,0,1
1774,1774,0,e413e413e413e413,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bde4bde4bde4bd,1f,1,1,0,1
1775,1775,0,e413e413e413e413,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1776,1776,0,e413e413e413e413,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4be4f0011110000,ff,1,0,0,1
1777,1777,0,e413e413e413e413,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bee4bee4bee4be,ff,1,0,0,0
1778,1778,0,e413e413e413e413,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bee4bee4bee4be,ff,1,0,0,0
1779,1779,0,e413e413e413e413,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bee4bee4bee4be,ff,1,0,0,0
1780,1780,0,e413e413e413e413,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bee4bee4bee4be,ff,1,0,0,1
1781,1781,0,e413e413e413e413,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bee4bee4bee4be,ff,1,0,0,1
1782,1782,0,e413e413e413e413,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bee4bee4bee4be,ff,1,0,0,1
1783,1783,0,e413e413e413e413,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bee4bee4bee4be,ff,1,0,0,1
1784,1784,0,e413e413e413e413,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bee4bee4bee4be,ff,1,0,0,1
1785,1785,0,e413e413e413e413,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bee4bee4bee4be,ff,1,0,0,1
1786,1786,0,e413e413e413e413,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bee4bee4bee4be,ff,1,0,0,1
1787,1787,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bee4bee4bee4be,ff,1,0,0,1
1788,1788,0,e4144f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bee4bee4bee4be,ff,1,0,0,1
1789,1789,0,e414e414e414e414,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bee4bee4bee4be,1f,1,1,0,1
1790,1790,0,e414e414e414e414,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1791,1791,0,e414e414e414e414,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bf4f0011110000,ff,1,0,0,1
1792,1792,0,e414e414e414e414,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bfe4bfe4bfe4bf,ff,1,0,0,0
1793,1793,0,e414e414e414e414,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bfe4bfe4bfe4bf,ff,1,0,0,0
1794,1794,0,e414e414e414e414,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bfe4bfe4bfe4bf,ff,1,0,0,0
1795,1795,0,e414e414e414e414,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bfe4bfe4bfe4bf,ff,1,0,0,1
1796,1796,0,e414e414e414e414,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bfe4bfe4bfe4bf,ff,1,0,0,1
1797,1797,0,e414e414e414e414,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bfe4bfe4bfe4bf,ff,1,0,0,1
1798,1798,0,e414e414e414e414,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bfe4bfe4bfe4bf,ff,1,0,0,1
1799,1799,0,e414e414e414e414,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bfe4bfe4bfe4bf,ff,1,0,0,1
1800,1800,0,e414e414e414e414,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bfe4bfe4bfe4bf,ff,1,0,0,1
1801,1801,0,e414e414e414e414,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bfe4bfe4bfe4bf,ff,1,0,0,1
1802,1802,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bfe4bfe4bfe4bf,ff,1,0,0,1
1803,1803,0,e4154f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bfe4bfe4bfe4bf,ff,1,0,0,1
1804,1804,0,e415e415e415e415,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4bfe4bfe4bfe4bf,1f,1,1,0,1
1805,1805,0,e415e415e415e415,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1806,1806,0,e415e415e415e415,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c04f0011110000,ff,1,0,0,1
1807,1807,0,e415e415e415e415,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c0e4c0e4c0e4c0,ff,1,0,0,0
1808,1808,0,e415e415e415e415,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c0e4c0e4c0e4c0,ff,1,0,0,0
1809,1809,0,e415e415e415e415,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c0e4c0e4c0e4c0,ff,1,0,0,0
1810,1810,0,e415e415e415e415,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c0e4c0e4c0e4c0,ff,1,0,0,1
1811,1811,0,e415e415e415e415,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c0e4c0e4c0e4c0,ff,1,0,0,1
1812,1812,0,e415e415e415e415,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c0e4c0e4c0e4c0,ff,1,0,0,1
1813,1813,0,e415e415e415e415,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c0e4c0e4c0e4c0,ff,1,0,0,1
1814,1814,0,e415e415e415e415,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c0e4c0e4c0e4c0,ff,1,0,0,1
1815,1815,0,e415e415e415e415,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c0e4c0e4c0e4c0,ff,1,0,0,1
1816,1816,0,e415e415e415e415,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c0e4c0e4c0e4c0,ff,1,0,0,1
1817,1817,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c0e4c0e4c0e4c0,ff,1,0,0,1
1818,1818,0,e4164f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c0e4c0e4c0e4c0,ff,1,0,0,1
1819,1819,0,e416e416e416e416,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c0e4c0e4c0e4c0,1f,1,1,0,1
1820,1820,0,e416e416e416e416,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1821,1821,0,e416e416e416e416,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c14f0011110000,ff,1,0,0,1
1822,1822,0,e416e416e416e416,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c1e4c1e4c1e4c1,ff,1,0,0,0
1823,1823,0,e416e416e416e416,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c1e4c1e4c1e4c1,ff,1,0,0,0
1824,1824,0,e416e416e416e416,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c1e4c1e4c1e4c1,ff,1,0,0,0
1825,1825,0,e416e416e416e416,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c1e4c1e4c1e4c1,ff,1,0,0,1
1826,1826,0,e416e416e416e416,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c1e4c1e4c1e4c1,ff,1,0,0,1
1827,1827,0,e416e416e416e416,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c1e4c1e4c1e4c1,ff,1,0,0,1
1828,1828,0,e416e416e416e416,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c1e4c1e4c1e4c1,ff,1,0,0,1
1829,1829,0,e416e416e416e416,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c1e4c1e4c1e4c1,ff,1,0,0,1
1830,1830,0,e416e416e416e416,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c1e4c1e4c1e4c1,ff,1,0,0,1
1831,1831,0,e416e416e416e416,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c1e4c1e4c1e4c1,ff,1,0,0,1
1832,1832,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c1e4c1e4c1e4c1,ff,1,0,0,1
1833,1833,0,e4174f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c1e4c1e4c1e4c1,ff,1,0,0,1
1834,1834,0,e417e417e417e417,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c1e4c1e4c1e4c1,1f,1,1,0,1
1835,1835,0,e417e417e417e417,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1836,1836,0,e417e417e417e417,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c24f0011110000,ff,1,0,0,1
1837,1837,0,e417e417e417e417,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c2e4c2e4c2e4c2,ff,1,0,0,0
1838,1838,0,e417e417e417e417,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c2e4c2e4c2e4c2,ff,1,0,0,0
1839,1839,0,e417e417e417e417,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c2e4c2e4c2e4c2,ff,1,0,0,0
1840,1840,0,e417e417e417e417,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c2e4c2e4c2e4c2,ff,1,0,0,1
1841,1841,0,e417e417e417e417,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c2e4c2e4c2e4c2,ff,1,0,0,1
1842,1842,0,e417e417e417e417,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c2e4c2e4c2e4c2,ff,1,0,0,1
1843,1843,0,e417e417e417e417,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c2e4c2e4c2e4c2,ff,1,0,0,1
1844,1844,0,e417e417e417e417,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c2e4c2e4c2e4c2,ff,1,0,0,1
1845,1845,0,e417e417e417e417,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c2e4c2e4c2e4c2,ff,1,0,0,1
1846,1846,0,e417e417e417e417,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c2e4c2e4c2e4c2,ff,1,0,0,1
1847,1847,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c2e4c2e4c2e4c2,ff,1,0,0,1
1848,1848,0,e4184f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c2e4c2e4c2e4c2,ff,1,0,0,1
1849,1849,0,e418e418e418e418,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c2e4c2e4c2e4c2,1f,1,1,0,1
1850,1850,0,e418e418e418e418,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1851,1851,0,e418e418e418e418,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c34f0011110000,ff,1,0,0,1
1852,1852,0,e418e418e418e418,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c3e4c3e4c3e4c3,ff,1,0,0,0
1853,1853,0,e418e418e418e418,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c3e4c3e4c3e4c3,ff,1,0,0,0
1854,1854,0,e418e418e418e418,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c3e4c3e4c3e4c3,ff,1,0,0,0
1855,1855,0,e418e418e418e418,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c3e4c3e4c3e4c3,ff,1,0,0,1
1856,1856,0,e418e418e418e418,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c3e4c3e4c3e4c3,ff,1,0,0,1
1857,1857,0,e418e418e418e418,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c3e4c3e4c3e4c3,ff,1,0,0,1
1858,1858,0,e418e418e418e418,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c3e4c3e4c3e4c3,ff,1,0,0,1
1859,1859,0,e418e418e418e418,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c3e4c3e4c3e4c3,ff,1,0,0,1
1860,1860,0,e418e418e418e418,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c3e4c3e4c3e4c3,ff,1,0,0,1
1861,1861,0,e418e418e418e418,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c3e4c3e4c3e4c3,ff,1,0,0,1
1862,1862,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c3e4c3e4c3e4c3,ff,1,0,0,1
1863,1863,0,e4194f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c3e4c3e4c3e4c3,ff,1,0,0,1
1864,1864,0,e419e419e419e419,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c3e4c3e4c3e4c3,1f,1,1,0,1
1865,1865,0,e419e419e419e419,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1866,1866,0,e419e419e419e419,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c44f0011110000,ff,1,0,0,1
1867,1867,0,e419e419e419e419,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c4e4c4e4c4e4c4,ff,1,0,0,0
1868,1868,0,e419e419e419e419,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c4e4c4e4c4e4c4,ff,1,0,0,0
1869,1869,0,e419e419e419e419,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c4e4c4e4c4e4c4,ff,1,0,0,0
1870,1870,0,e419e419e419e419,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c4e4c4e4c4e4c4,ff,1,0,0,1
1871,1871,0,e419e419e419e419,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c4e4c4e4c4e4c4,ff,1,0,0,1
1872,1872,0,e419e419e419e419,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c4e4c4e4c4e4c4,ff,1,0,0,1
1873,1873,0,e419e419e419e419,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c4e4c4e4c4e4c4,ff,1,0,0,1
1874,1874,0,e419e419e419e419,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c4e4c4e4c4e4c4,ff,1,0,0,1
1875,1875,0,e419e419e419e419,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c4e4c4e4c4e4c4,ff,1,0,0,1
1876,1876,0,e419e419e419e419,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c4e4c4e4c4e4c4,ff,1,0,0,1
1877,1877,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c4e4c4e4c4e4c4,ff,1,0,0,1
1878,1878,0,e41a4f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c4e4c4e4c4e4c4,ff,1,0,0,1
1879,1879,0,e41ae41ae41ae41a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c4e4c4e4c4e4c4,1f,1,1,0,1
1880,1880,0,e41ae41ae41ae41a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1881,1881,0,e41ae41ae41ae41a,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c54f0011110000,ff,1,0,0,1
1882,1882,0,e41ae41ae41ae41a,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c5e4c5e4c5e4c5,ff,1,0,0,0
1883,1883,0,e41ae41ae41ae41a,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c5e4c5e4c5e4c5,ff,1,0,0,0
1884,1884,0,e41ae41ae41ae41a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c5e4c5e4c5e4c5,ff,1,0,0,0
1885,1885,0,e41ae41ae41ae41a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c5e4c5e4c5e4c5,ff,1,0,0,1
1886,1886,0,e41ae41ae41ae41a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c5e4c5e4c5e4c5,ff,1,0,0,1
1887,1887,0,e41ae41ae41ae41a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c5e4c5e4c5e4c5,ff,1,0,0,1
1888,1888,0,e41ae41ae41ae41a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c5e4c5e4c5e4c5,ff,1,0,0,1
1889,1889,0,e41ae41ae41ae41a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c5e4c5e4c5e4c5,ff,1,0,0,1
1890,1890,0,e41ae41ae41ae41a,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c5e4c5e4c5e4c5,ff,1,0,0,1
1891,1891,0,e41ae41ae41ae41a,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c5e4c5e4c5e4c5,ff,1,0,0,1
1892,1892,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c5e4c5e4c5e4c5,ff,1,0,0,1
1893,1893,0,e41b4f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c5e4c5e4c5e4c5,ff,1,0,0,1
1894,1894,0,e41be41be41be41b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c5e4c5e4c5e4c5,1f,1,1,0,1
1895,1895,0,e41be41be41be41b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1896,1896,0,e41be41be41be41b,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c64f0011110000,ff,1,0,0,1
1897,1897,0,e41be41be41be41b,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c6e4c6e4c6e4c6,ff,1,0,0,0
1898,1898,0,e41be41be41be41b,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c6e4c6e4c6e4c6,ff,1,0,0,0
1899,1899,0,e41be41be41be41b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c6e4c6e4c6e4c6,ff,1,0,0,0
1900,1900,0,e41be41be41be41b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c6e4c6e4c6e4c6,ff,1,0,0,1
1901,1901,0,e41be41be41be41b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c6e4c6e4c6e4c6,ff,1,0,0,1
1902,1902,0,e41be41be41be41b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c6e4c6e4c6e4c6,ff,1,0,0,1
1903,1903,0,e41be41be41be41b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c6e4c6e4c6e4c6,ff,1,0,0,1
1904,1904,0,e41be41be41be41b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c6e4c6e4c6e4c6,ff,1,0,0,1
1905,1905,0,e41be41be41be41b,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c6e4c6e4c6e4c6,ff,1,0,0,1
1906,1906,0,e41be41be41be41b,1f,1,1,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c6e4c6e4c6e4c6,ff,1,0,0,1
1907,1907,0,0000222200000000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c6e4c6e4c6e4c6,ff,1,0,0,1
1908,1908,0,e41c4f0011110000,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c6e4c6e4c6e4c6,ff,1,0,0,1
1909,1909,0,e41ce41ce41ce41c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c6e4c6e4c6e4c6,1f,1,1,0,1
1910,1910,0,e41ce41ce41ce41c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,0000222200000000,ff,1,0,0,1
1911,1911,0,e41ce41ce41ce41c,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c74f0011110000,ff,1,0,0,1
1912,1912,0,e41ce41ce41ce41c,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c7e4c7e4c7e4c7,ff,1,0,0,0
1913,1913,0,e41ce41ce41ce41c,ff,1,0,0,0,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c7e4c7e4c7e4c7,ff,1,0,0,0
1914,1914,0,e41ce41ce41ce41c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c7e4c7e4c7e4c7,ff,1,0,0,0
1915,1915,0,e41ce41ce41ce41c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c7e4c7e4c7e4c7,ff,1,0,0,1
1916,1916,0,e41ce41ce41ce41c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c7e4c7e4c7e4c7,ff,1,0,0,1
1917,1917,0,e41ce41ce41ce41c,ff,1,0,0,1,0000000000000000,00,0,0,0,1,0000000000000000,00,0,0,0,1,e4c7e4c7e4c7e4c7,ff,1,0,0,1
